DOC_ID,CANONICAL,CONTEXT,FORMATTED,VERBATIM,CONTAINING_ELEMENT,PATH_TO_ELEMENT
NDAR_V03_0022,Charlestown,"ER 24 TO FRIDAY, DECEMBER 8, 1775 CHARLESTOWN , December 8. On Wednesday, last w",Charlestown,Charlestown,dl,/TaggedPDF-doc/doc[22]/dl/plc
NDAR_V03_0023,Charles Town,"SAFETY In the Council of Safety, CHARLES-TOWN , Dec. 8th, 1775. Mr. President ac",Charles Town,Charles-Town,dl,/TaggedPDF-doc/doc[23]/dl/plc
NDAR_V03_0024,Cow Ford St John River,"NANT JOHN GRAVES, R.N. Copy COW-FORD ST JOHN RIVER 8th Decembr 75 Sir The Accounts",Cow Ford St John River,Cow-Ford St John River,dl,/TaggedPDF-doc/doc[24]/dl/plc
NDAR_V03_0026,Beverly,TT TO GEORGE WASHINGTON Sir BEVERLY Decer [9] 1775 I have the Pleasur,Beverly,Beverly,dl,/TaggedPDF-doc/doc[26]/dl/plc
NDAR_V03_0027,Beverly,MMITTEE OF SAFETY Gentlemen BEVERLY 9 Decr 1775 I would Desire by Ord,Beverly,Beverly,dl,/TaggedPDF-doc/doc[27]/dl/plc
NDAR_V03_0028,Salem,MMITTEE OF SAFETY Gentlemen SALEM 9th Decr 1775. Finding that Capt,Salem,Salem,dl,/TaggedPDF-doc/doc[28]/dl/plc
NDAR_V03_0029,Watertown,"HUSETTS HOUSE OF REPRESENTATIVES [ WATERTOWN ] Saturday, December 9, 1775. Afternoon.",Watertown,Watertown,dl,/TaggedPDF-doc/doc[29]/dl/plc
NDAR_V03_0030,Colony of the Masss Bay,COMMITMENT OF GEORGE PRICE COLONY OF THE MASSS BAY } Council Chamber Decr 9th 1775 ー,Colony of the Masss Bay,Colony of the Masss Bay,dl,/TaggedPDF-doc/doc[30]/dl/plc
NDAR_V03_0031,Nantasket,H. Mowat Canceaux NANTASKET 9th December 1775 1. Hamond Paper,Nantasket,Nantasket,dl2,/TaggedPDF-doc/doc[31]/dl2/plc
NDAR_V03_0032,Providence,"ZETTE, SATURDAY, DECEMBER 9, 1775 PROVIDENCE , December 9. Last Night a Gentlem",Providence,Providence,dl,/TaggedPDF-doc/doc[32]/dl/plc
NDAR_V03_0033,Newport,"DIARY OF DR. EZRA STILES [ NEWPORT , December] 9. About one o'Clock t",Newport,Newport,dl,/TaggedPDF-doc/doc[33]/dl/plc
NDAR_V03_0036,New York,"THE NEW YORK PROVINCIAL CONGRESS [ NEW YORK ] Die Sabbati, 10 HO.AM. December 9th, 1",New York,New York,dl,/TaggedPDF-doc/doc[36]/dl/plc
NDAR_V03_0038,Philadelphia,"GREGORY & GUILLE Gentlemen [ PHILADELPHIA , December 9, 1775]2 Its a long ti",Philadelphia,Philadelphia,dl,/TaggedPDF-doc/doc[38]/dl/plc
NDAR_V03_0039,Philadelphia,VIDENCE MERCHANTS Gentlemen PHILADELPHIA Decr 9th 1775. We have proposed t,Philadelphia,Philadelphia,dl,/TaggedPDF-doc/doc[39]/dl/plc
NDAR_V03_0040,Philadelphia,PENNSYLVANIA COMMITTEE OF SAFETY [ PHILADELPHIA ] Dec'r 9. Upon application to thi,Philadelphia,Philadelphia,dl,/TaggedPDF-doc/doc[40]/dl/plc
NDAR_V03_0041,Williamsburg,"ZETTE, SATURDAY, DECEMBER 9, 1775 WILLIAMSBURG [December 9]. An express arrived",Williamsburg,Williamsburg,dl,/TaggedPDF-doc/doc[41]/dl/plc
NDAR_V03_0042,Williamsbg,"J. H. NORTON, SR. [Extract] WILLIAMSBG Decr 9. 1775 I have hitherto been",Williamsbg,Williamsbg,dl,/TaggedPDF-doc/doc[42]/dl/plc
NDAR_V03_0043,Wm'sburg,RICHARD HENRY LEE Dear Sir WM'SBURG Decr the 9th 1775 It was so late,Wm'sburg,Wm'sburg,dl,/TaggedPDF-doc/doc[43]/dl/plc
NDAR_V03_0044,Williamsburg,"RICHARD HENRY LEE [Extract] WILLIAMSBURG , Decr. 9, 1775 I send you inclose",Williamsburg,Williamsburg,dl,/TaggedPDF-doc/doc[44]/dl/plc
NDAR_V03_0045,Norfolk,Decemr 1775 Elizabeth River [abreast of NORFOLK ] Wednesday 6Carried the Troops &,Norfolk,Norfolk,dl,/TaggedPDF-doc/doc[45]/dl/plc
NDAR_V03_0046,Great Bridge,"EDMUND PENDLETON [Extract] GREAT BRIDGE , near Norfolk, Dec. 9. The enemy",Great Bridge,Great Bridge,dl,/TaggedPDF-doc/doc[46]/dl/plc[1]
NDAR_V03_0046,Norfolk,"[Extract] Great Bridge, near NORFOLK , Dec. 9. The enemy were reinforce",Norfolk,Norfolk,dl,/TaggedPDF-doc/doc[46]/dl/plc[2]
NDAR_V03_0049,Charleston,"SAFETY In the Council of Safety [ CHARLESTON ], Tuesday [sic Saturday], Dec",Charleston,Charleston,dl,/TaggedPDF-doc/doc[49]/dl/plc
NDAR_V03_0050,Quebec,ACKENZIE Decembr 1775 Remarks [at QUEBEC ] &c Saturdy 2dAM unbent the Sails,Quebec,Quebec,dl,/TaggedPDF-doc/doc[50]/dl/plc
NDAR_V03_0052,Lexington,ORN TO JOHN ADAMS [Extract] LEXINGTON Decr 10th 1775 } Being interrupte,Lexington,Lexington,dl,/TaggedPDF-doc/doc[52]/dl/plc
NDAR_V03_0053,Cambridge,LAN TO WILLIAM BARTLETT Sir CAMBRIDGE Decr 10. 1775 Your agreeable favo,Cambridge,Cambridge,dl,/TaggedPDF-doc/doc[53]/dl/plc
NDAR_V03_0054,Cambridge,AN TO WILLIAM BARTLETT Sir [ CAMBRIDGE ] 10th Decr 1775 I wrote you this,Cambridge,Cambridge,dl,/TaggedPDF-doc/doc[54]/dl/plc
NDAR_V03_0055,Boston,VE OF VICE ADMIRAL SAMUEL GRAVES [ BOSTON ] 10 [December] Today the Admiral,Boston,Boston,dl,/TaggedPDF-doc/doc[55]/dl/plc
NDAR_V03_0056,Boston,ALIFAX Sir Preston BOSTON 10 Decr 1775. I have received you,Boston,Boston,dl,/TaggedPDF-doc/doc[56]/dl/plc
NDAR_V03_0057,Rhode Island,Decembr 1775 Sunday 10 Moor'd at RHODE ISLAND Modt with some Snow at 2 A M sen,Rhode Island,Rhode Island,dl,/TaggedPDF-doc/doc[57]/dl/plc
NDAR_V03_0058,Rhode Island Harbour,"December 1775 Sunday 10 Moor'd In RHODE ISLAND HARBOUR Fresh breezes and Cloudy, AM at 4",Rhode Island Harbour,Rhode Island Harbour,dl,/TaggedPDF-doc/doc[58]/dl/plc
NDAR_V03_0059,Newport,n Long Wharfe and the [Town of NEWPORT ] Modt Breezes and hazey weather,Newport,Newport,dl,/TaggedPDF-doc/doc[59]/dl/plc
NDAR_V03_0060,Sandy Hook,"CAPTAIN SAMUEL GRAVES Decr 1775 [ SANDY HOOK ] No 25""00 Wt 89 Leagues Sunday 3d",Sandy Hook,Sandy Hook,dl,/TaggedPDF-doc/doc[60]/dl/plc
NDAR_V03_0061,Philadelphia,"SON TO JOHN PAGE [Extract] [ PHILADELPHIA , ca. 10 December 1775] One of our",Philadelphia,Philadelphia,dl,/TaggedPDF-doc/doc[61]/dl/plc
NDAR_V03_0062,Great Bridge,"EDMUND PENDLETON [Extract] [ GREAT BRIDGE , December 10, 1775] A servant bel",Great Bridge,Great Bridge,dl,/TaggedPDF-doc/doc[62]/dl/plc
NDAR_V03_0063,Norfolk,beth River Virginia Abreast the Town of NORFOLK Thursday 8Modt & fair P M sent t,Norfolk,Norfolk,dl,/TaggedPDF-doc/doc[63]/dl/plc
NDAR_V03_0064,Great Bridge,"EDMUND PENDLETON [Extract] GREAT BRIDGE , December 10, 1775. I must apolog",Great Bridge,Great Bridge,dl,/TaggedPDF-doc/doc[64]/dl/plc
NDAR_V03_0065,Charleston,"SAFETY In the Council of Safety [ CHARLESTON ], Sunday, Dec 10th, 1775. Mr. Pre",Charleston,Charleston,dl,/TaggedPDF-doc/doc[65]/dl/plc
NDAR_V03_0066,East Florida,Decbr 1775 Sunday 10 in St Johns River EAST FLORIDA Salluted Governor Tonyn with 13 g,East Florida,East Florida,dl,/TaggedPDF-doc/doc[66]/dl/plc
NDAR_V03_0067,Jamaica,"TEPHENS [Extract] Antelope, JAMAICA 10th December 1775 Sir/ I beg le",Jamaica,Jamaica,dl,/TaggedPDF-doc/doc[67]/dl/plc
NDAR_V03_0068,Beverly,TT TO GEORGE WASHINGTON Sir BEVERLY 11th Decer 1775 I beg Leave to in,Beverly,Beverly,dl,/TaggedPDF-doc/doc[68]/dl/plc
NDAR_V03_0069,Beverly,RRESPONDENCE TO GEORGE WASHINGTON BEVERLY Decebr 11th 1775 ー May it Please,Beverly,Beverly,dl,/TaggedPDF-doc/doc[69]/dl/plc
NDAR_V03_0070,Beverly,TT TO GEORGE WASHINGTON Sir BEVERLY 11th Decer 1775 I acknolidge the,Beverly,Beverly,dl,/TaggedPDF-doc/doc[70]/dl/plc
NDAR_V03_0071,Cambridge,N TO JOHN HANCOCK [Extract] CAMBRIDGE 11th of Decr. 1775. Sir Captain,Cambridge,Cambridge,dl,/TaggedPDF-doc/doc[71]/dl/plc
NDAR_V03_0073,Watertown,"AZETTE, MONDAY, DECEMBER 11, 1775 WATERTOWN , Dec. 11 It is reported that the",Watertown,Watertown,dl,/TaggedPDF-doc/doc[73]/dl/plc
NDAR_V03_0075,Watertown,"REN TO JOHN ADAMS [Extract] WATERTOWN , December 11th 177[5] ... Several",Watertown,Watertown,dl,/TaggedPDF-doc/doc[75]/dl/plc
NDAR_V03_0076,Watertown,"HUSETTS HOUSE OF REPRESENTATIVES [ WATERTOWN ] Monday, December 11, 1775. Resol",Watertown,Watertown,dl,/TaggedPDF-doc/doc[76]/dl/plc
NDAR_V03_0078,Plimouth,ROWN AND OTHERS TO WILLIAM WATSON PLIMOUTH Decr 11th 1775 Then we Recd of Wi,Plimouth,Plimouth,dl,/TaggedPDF-doc/doc[78]/dl/plc
NDAR_V03_0079,Falmouth,"spondence and inspection of the town of FALMOUTH , in the County of Barnstable, in behalf",Falmouth,Falmouth,dl2,/TaggedPDF-doc/doc[79]/dl2/plc
NDAR_V03_0080,Provid,TO JOHN BROWN Dear Brother PROVID : Decemr 11. 1775 ー As the Plan fo,Provid,Provid,dl,/TaggedPDF-doc/doc[80]/dl/plc
NDAR_V03_0081,Providence,KE TO GEORGE WASHINGTON Sir PROVIDENCE Decemr 11th. 1775 I do myself the,Providence,Providence,dl,/TaggedPDF-doc/doc[81]/dl/plc
NDAR_V03_0082,Newport,"DIARY OF DR. EZRA STILES [ NEWPORT , December] 11. Abot 1 o'Clock yes",Newport,Newport,dl,/TaggedPDF-doc/doc[82]/dl/plc
NDAR_V03_0083,Newport,"ERCURY, MONDAY, DECEMBER 11, 1775 NEWPORT , December 11. About one o'clock y",Newport,Newport,dl,/TaggedPDF-doc/doc[83]/dl/plc
NDAR_V03_0084,New York,TO THE MARYLAND COUNCIL OF SAFETY NEW YORK 11 Dcr [1775] On Saturday Night a,New York,New York,dl,/TaggedPDF-doc/doc[84]/dl/plc
NDAR_V03_0085,Philadelphia,"RNAL OF THE CONTINENTAL CONGRESS [ PHILADELPHIA ] Monday, December 11, 1775 A lett",Philadelphia,Philadelphia,dl,/TaggedPDF-doc/doc[85]/dl/plc
NDAR_V03_0086,Philadelphia,"PENNSYLVANIA COMMITTEE OF SAFETY [ PHILADELPHIA ] December 11th. Resolved, That Ca",Philadelphia,Philadelphia,dl,/TaggedPDF-doc/doc[86]/dl/plc
NDAR_V03_0088,Williamsburg,"URNAL OF THE VIRGINIA CONVENTION [ WILLIAMSBURG ] Monday, December 11, 1775. Order",Williamsburg,Williamsburg,dl,/TaggedPDF-doc/doc[88]/dl/plc
NDAR_V03_0089,Charleston,"SAFETY In the Council of Safety [ CHARLESTON ] Monday, December 11, 1775. Mr. P",Charleston,Charleston,dl,/TaggedPDF-doc/doc[89]/dl/plc
NDAR_V03_0090,Portsmouth,EW HAMPSHIRE COMMITTEE OF SAFETY [ PORTSMOUTH ] 1775 Dec. 12. ordered Receiver G,Portsmouth,Portsmouth,dl,/TaggedPDF-doc/doc[90]/dl/plc
NDAR_V03_0091,Cambridge,HARRISON TO DR. ELEAZER WHEELOCK CAMBRIDGE 12th Decemr 1775 Acknowledged rec,Cambridge,Cambridge,dl,/TaggedPDF-doc/doc[91]/dl/plc
NDAR_V03_0093,Watertown,RDS OF THE MASSACHUSETTS COUNCIL [ WATERTOWN ] Tuesday December 12th 1775 Read,Watertown,Watertown,dl,/TaggedPDF-doc/doc[93]/dl/plc
NDAR_V03_0094,Boston,ALIFAX Sir Preston BOSTON 12 December 1775 The Amity's Prov,Boston,Boston,dl,/TaggedPDF-doc/doc[94]/dl/plc
NDAR_V03_0096,Boston,VE OF VICE ADMIRAL SAMUEL GRAVES [ BOSTON ] 1775 Decr 12 By the same Conveya,Boston,Boston,dl,/TaggedPDF-doc/doc[96]/dl/plc
NDAR_V03_0097,Sandwich,"NIEL FREEMAN TO GEORGE WASHINGTON SANDWICH , December 12, 1775. ー May it plea",Sandwich,Sandwich,dl,/TaggedPDF-doc/doc[97]/dl/plc
NDAR_V03_0098,Barnstable,"JOSEPH OTIS TO GEORGE WASHINGTON BARNSTABLE , December 12, 1775. ー May it plea",Barnstable,Barnstable,dl,/TaggedPDF-doc/doc[98]/dl/plc
NDAR_V03_0099,Providence,"INENTAL CONGRESS Gentlemen, PROVIDENCE Decemr 12th 1775 Last Sunday Morn",Providence,Providence,dl,/TaggedPDF-doc/doc[99]/dl/plc
NDAR_V03_0100,Newport,DIARY OF DR. EZRA STILES [ NEWPORT ] Decr 12. People removg & filled,Newport,Newport,dl,/TaggedPDF-doc/doc[100]/dl/plc
NDAR_V03_0101,New York,"THE NEW YORK PROVINCIAL CONGRESS [ NEW YORK ] Die Martis, 10 HO.A.M. December 12th,",New York,New York,dl,/TaggedPDF-doc/doc[101]/dl/plc
NDAR_V03_0102,Philadelphia,"RNAL OF THE CONTINENTAL CONGRESS [ PHILADELPHIA ] Tuesday, December 12, 1775 On mo",Philadelphia,Philadelphia,dl,/TaggedPDF-doc/doc[102]/dl/plc
NDAR_V03_0103,Philadelphia,"POST, TUESDAY, DECEMBER 12, 1775 PHILADELPHIA , December 12. INVOICE of STORES o",Philadelphia,Philadelphia,dl,/TaggedPDF-doc/doc[103]/dl/plc
NDAR_V03_0104,Philad.,"M FREDERICK DUMAS [Extract] PHILAD. Dec. 12, 1775. We are threatned f",Philad.,Philad.,dl,/TaggedPDF-doc/doc[104]/dl/plc
NDAR_V03_0105,Philadelphia,"DON CARTER my dear Colonel, PHILADELPHIA Decr 12th 1775 Before you receive",Philadelphia,Philadelphia,dl,/TaggedPDF-doc/doc[105]/dl/plc
NDAR_V03_0106,Philadelphia,"TFOOT LEE TO A FRIEND IN ENGLAND [ PHILADELPHIA , December 12]2 The Gentleman who",Philadelphia,Philadelphia,dl,/TaggedPDF-doc/doc[106]/dl/plc
NDAR_V03_0107,Philadelphia,CAPTAIN EMPEROR MOSELY Sir PHILADELPHIA 12th decem ー 1775 Mr [Robert] Smi,Philadelphia,Philadelphia,dl,/TaggedPDF-doc/doc[107]/dl/plc
NDAR_V03_0108,Philadelphia,ELPHIA Intelligence received from PHILADELPHIA the 12th December 1775. Lord Dunm,Philadelphia,Philadelphia,dl,/TaggedPDF-doc/doc[108]/dl/plc
NDAR_V03_0109,Liberty Island,"TTEE OF SAFETY Gentlemen: ー LIBERTY ISLAND , December 12th, 1775. We, the Com",Liberty Island,Liberty Island,dl,/TaggedPDF-doc/doc[109]/dl/plc
NDAR_V03_0110,Annapolis,"URNAL OF THE MARYLAND CONVENTION [ ANNAPOLIS Tuesday, December 12, 1775.] On m",Annapolis,Annapolis,dl,/TaggedPDF-doc/doc[110]/dl/plc
NDAR_V03_0111,Williamsburg,"URNAL OF THE VIRGINIA CONVENTION [ WILLIAMSBURG ] Tuesday, December 12, 1775. The",Williamsburg,Williamsburg,dl,/TaggedPDF-doc/doc[111]/dl/plc
NDAR_V03_0112,Great Bridge,"EDMUND PENDLETON [Extract] GREAT BRIDGE , December 12. L. Col. Stephen [Ed",Great Bridge,Great Bridge,dl,/TaggedPDF-doc/doc[112]/dl/plc
NDAR_V03_0113,Charleston,"SAFETY In the Council of Safety [ CHARLESTON ], Dec. 12th, 1775. Messrs. Samuel",Charleston,Charleston,dl,/TaggedPDF-doc/doc[113]/dl/plc
NDAR_V03_0114,Portsmouth,EW HAMPSHIRE COMMITTEE OF SAFETY [ PORTSMOUTH ] 13 [December]. ordered Receiver,Portsmouth,Portsmouth,dl,/TaggedPDF-doc/doc[114]/dl/plc
NDAR_V03_0115,Cape Ann,EXANDER ELLIS Decr 75 Wednesdy 13 CAPE ANN N E.B N Distance 6 Leagues ー at 5,Cape Ann,Cape Ann,dl,/TaggedPDF-doc/doc[115]/dl/plc
NDAR_V03_0116,Salem,"MITTEE OF SAFETY Gentlemen, SALEM 13th December 1775. The distresse",Salem,Salem,dl,/TaggedPDF-doc/doc[116]/dl/plc
NDAR_V03_0117,Cambridge,S OF MAJOR GENERAL WILLIAM HEATH [ CAMBRIDGE ] 13th [December] An express arriv,Cambridge,Cambridge,dl,/TaggedPDF-doc/doc[117]/dl/plc
NDAR_V03_0118,Cambridge,OYLAN TO WILLIAM WATSON Sir CAMBRIDGE 13 Decembr 1775 Your favour of th,Cambridge,Cambridge,dl,/TaggedPDF-doc/doc[118]/dl/plc
NDAR_V03_0119,Medford,HALL TO MARK ALEXANDER Sir MEDFORD Decembr 13 1775 I should Be Glad,Medford,Medford,dl,/TaggedPDF-doc/doc[119]/dl/plc
NDAR_V03_0120,Boston,TO LORD DARTMOUTH [Extract] BOSTON 13th December 1775 His Majesty's,Boston,Boston,dl,/TaggedPDF-doc/doc[120]/dl/plc
NDAR_V03_0121,Boston,M HOWE Sir Preston BOSTON 13 Decr 1775 I wish it was in my,Boston,Boston,dl,/TaggedPDF-doc/doc[121]/dl/plc
NDAR_V03_0122,Boston,on board His Majesty's Ship Preston at BOSTON the 13th Decr 1775 Saml Gr,Boston,Boston,p,/TaggedPDF-doc/doc[122]/docBody/p[2]/plc
NDAR_V03_0123,Boston,LEGGE Sir Preston BOSTON 13 Decr 1775 Since I had the Hono,Boston,Boston,dl,/TaggedPDF-doc/doc[123]/dl/plc
NDAR_V03_0125,Plimouth,HINGTON'S ARMED SCHOONER HARRISON PLIMOUTH Decr 13th 1775 Then I Recd of Wat,Plimouth,Plimouth,dl,/TaggedPDF-doc/doc[125]/dl/plc
NDAR_V03_0126,Providence,"E COUNTY, MASSACHUSETTS Sir PROVIDENCE Decem 13th 1775 I send you by the",Providence,Providence,dl,/TaggedPDF-doc/doc[126]/dl/plc
NDAR_V03_0127,Newport,"DIARY OF DR. EZRA STILES [ NEWPORT , December] 13. Town-Meeting to se",Newport,Newport,dl,/TaggedPDF-doc/doc[127]/dl/plc
NDAR_V03_0128,New London,"TON, PHILADELPHIA Gentlemen NEW LONDON Decr 13 1775 Since I wrote you la",New London,New London,dl,/TaggedPDF-doc/doc[128]/dl/plc
NDAR_V03_0129,Stonington,"URDON SALTONSTALL [Extract] STONINGTON , 13th Decr 1775. On my return fro",Stonington,Stonington,dl,/TaggedPDF-doc/doc[129]/dl/plc
NDAR_V03_0130,New Haven,"ers From [&c.] Giles Hall2 NEW HAVEN , 13 Dec. 1775 1. Trumbull Papers,",New Haven,New Haven,dl2,/TaggedPDF-doc/doc[130]/dl2/plc
NDAR_V03_0132,New York,"THANIEL SHAW, JR. [Extract] NEW YORK Decemr 13th 1775 Capts Chappell &",New York,New York,dl,/TaggedPDF-doc/doc[132]/dl/plc
NDAR_V03_0133,New York,rd the Ship Dutchess of Gordon NEW YORK Harbour 13 Decr 1775 Sir As I do,New York,New York,dl,/TaggedPDF-doc/doc[133]/dl/plc
NDAR_V03_0134,Philadelphia,"RNAL OF THE CONTINENTAL CONGRESS [ PHILADELPHIA ] Wednesday, December 13, 1775 A l",Philadelphia,Philadelphia,dl,/TaggedPDF-doc/doc[134]/dl/plc
NDAR_V03_0135,Philadelphia,DIARY OF RICHARD SMITH [ PHILADELPHIA ] Wednesday 13 [December]. I was a,Philadelphia,Philadelphia,dl,/TaggedPDF-doc/doc[135]/dl/plc
NDAR_V03_0136,Philadelphia,"TO NATHANIEL SHAW, JR. Sir PHILADELPHIA 13th Decr 1775 I was astonished t",Philadelphia,Philadelphia,dl,/TaggedPDF-doc/doc[136]/dl/plc
NDAR_V03_0137,Philadelphia,"PENNSYLVANIA COMMITTEE OF SAFETY [ PHILADELPHIA ], December 13th 1775 Resolved, Th",Philadelphia,Philadelphia,dl,/TaggedPDF-doc/doc[137]/dl/plc
NDAR_V03_0138,Philadelphia,"NAL, WEDNESDAY, DECEMBER 13, 1775 PHILADELPHIA [December 13]. By the most authen",Philadelphia,Philadelphia,dl,/TaggedPDF-doc/doc[138]/dl/plc
NDAR_V03_0139,Williamsburg,"URNAL OF THE VIRGINIA CONVENTION [ WILLIAMSBURG ] Wednesday, December 13, 1775. Re",Williamsburg,Williamsburg,dl,/TaggedPDF-doc/doc[139]/dl/plc
NDAR_V03_0140,Williamsburg,"TTE, WEDNESDAY, DECEMBER 13, 1775 WILLIAMSBURG [December 13]. A few days ago 6 o",Williamsburg,Williamsburg,dl,/TaggedPDF-doc/doc[140]/dl/plc
NDAR_V03_0141,Great Bridge,"HOWE TO THE VIRGINIA CONVENTION [ GREAT BRIDGE ] December 13, 1775 We have scouti",Great Bridge,Great Bridge,dl,/TaggedPDF-doc/doc[141]/dl/plc
NDAR_V03_0142,Charleston,"SAFETY In the Council of Safety [ CHARLESTON ], Wednesday, Dec. 13th, 1775. Ord",Charleston,Charleston,dl,/TaggedPDF-doc/doc[142]/dl/plc
NDAR_V03_0143,Beverly,TT TO GEORGE WASHINGTON Sir BEVERLY 14 Decer 1775 I now forward to Yo,Beverly,Beverly,dl,/TaggedPDF-doc/doc[143]/dl/plc
NDAR_V03_0144,Cambridge,"HINGTON TO JOHN HANCOCK Sir CAMBRIDGE , Decr 14 1775 The Two french Gent",Cambridge,Cambridge,dl,/TaggedPDF-doc/doc[144]/dl/plc
NDAR_V03_0145,Cambridge,N TO JOHN HANCOCK [Extract] CAMBRIDGE 14 Decr 1775 Sir I received your,Cambridge,Cambridge,dl,/TaggedPDF-doc/doc[145]/dl/plc
NDAR_V03_0146,Cambridge,GOVERNOR NICHOLAS COOKE Sir CAMBRIDGE Decr 14. 1775 Your favour of the,Cambridge,Cambridge,dl,/TaggedPDF-doc/doc[146]/dl/plc
NDAR_V03_0147,Cambridge,"7 TO THURSDAY, DECEMBER 14, 1775 CAMBRIDGE , December 14. Yesterday afternoon",Cambridge,Cambridge,dl,/TaggedPDF-doc/doc[147]/dl/plc
NDAR_V03_0148,Cambridge,LAN TO JOSHUA WENTWORTH Sir CAMBRIDGE 14th Decembr 1775 I see by your f,Cambridge,Cambridge,dl,/TaggedPDF-doc/doc[148]/dl/plc
NDAR_V03_0149,Watertown,"HUSETTS HOUSE OF REPRESENTATIVES [ WATERTOWN ] Thursday, December 14, 1775 Afternoon",Watertown,Watertown,dl,/TaggedPDF-doc/doc[149]/dl/plc
NDAR_V03_0150,Watertown,"AZETTE, MONDAY, DECEMBER 18, 1775 WATERTOWN , Dec. 14. A sloop with 19 head of",Watertown,Watertown,dl,/TaggedPDF-doc/doc[150]/dl/plc
NDAR_V03_0152,Boston,"TTER, THURSDAY, DECEMBER 14, 1775 BOSTON , Dec. 14. 1775. Last Thursday [De",Boston,Boston,dl,/TaggedPDF-doc/doc[152]/dl/plc
NDAR_V03_0153,Boston,"LETTER FROM CAPTAIN PERRY [ BOSTON , December 14]2 After a hard passa",Boston,Boston,dl,/TaggedPDF-doc/doc[153]/dl/plc
