JOHN PALMER	PERSON	'S JOURNAL OF A CRUISE IN THE CONNECTICUT PRIVATEER SLOOP REVENGE Saterday the I Day of March -LSB- I777 -RSB- this morning Clear and at 6 am See a Sail All hands Was Call to make Sail - We Sot our mainsail and
Jibb	PERSON	and fliing
Wringtail	PERSON	our Cour -LSB- s -RSB- e SW and the Wind to the Northerd a Smart Brease a Going 6 or 7 knots Sot our Top gallant W -LSB- hich -RSB- Drawd hur Very fast and at 1 P m See hur of or the Decks and at 4 P m
Shee	PERSON	hove two and
Shee	PERSON	firde Shee fird away one of our Lanyards and Struck our Starbord bow Gun and
Carde	PERSON	a Way the upper Parte of our
Git Cleare	PERSON	of hur and Stood Cource SbW Till 10 Pm and then We hawld our Wind and Stood Cource SE till 11 P m and then hove two under fore Sail and So Ends this 24 howers 1 .
John Palmer	PERSON	's Journal of a cruise in the privateer sloop Revenge from
Joseph Conkling	PERSON	, com · mander , ''
John Palmer	PERSON	's
Palmer	PERSON	was
HUGH C. CHRISTIAN	PERSON	, R.N. , TO VICE ADMIRAL
JAMES YOUNG Copy	PERSON	-RRB- His Majesty 's hired
Rachel	PERSON	and Prince
William	PERSON	: as you will perceive by the return which I have the Honor to inclose 2 were the Ships best Calculated to receive the Troops : for two Reasons : the one the accomodation they could afford , the other its being a means of strengthening very much those Ships , which are in good Order and Commanded by Men , who I much beleive are to be depended upon .
Hungerford	PERSON	has received her proportion agreeable to Your Order .
Cork	PERSON	on the 24th November last , and says that by
Leakes	PERSON	, bad Weather and some other Causes he was constrained to bear up - I gave him an Order to put himself under my Command and.he now makes part of the Fleet .
Rachel	PERSON	, Prince
William	PERSON	and one or two others -LRB- excepted -RRB- are managed with very little attention : and I much fear , want that degree of Zeal necessary for them to surmount Difficulty 's - however Sir you may depend upon my utmost endeavours and I entertain very Sanguine Hopes of reaching
Harvey	PERSON	a Midshipman belonging to His Majesty 's Ship Hope in
Hugh C. Christian P. S.	PERSON	7 oClock in the Evening Saturday the 1st of March ; notwithstanding my utmost endeavours to remove every possibility of an excuse , Yet the
Morrow	PERSON	and see her prepared-when we certainly will sail .
John Gibbons	PERSON	Master for Disbursements -LRB- in
James Smith	PERSON	Dr 1777 To Negro hire P .
Capt Gibbons	PERSON	his expences according -RCB- '' to his agreemt on Shipping 34 days @ 8 / 3 47 · · 6 · · 3 ''
Isaac Gouverneurs Accot	PERSON	for a Mast , -RCB- 317 .
Gibbons	PERSON	81 .
James Smith	PERSON	1 .
JAMES HUTCHINSON	PERSON	-LSB- On board the Ship Sally -RSB- March 2nd -LSB- 1777 -RSB- : This morning the wind strong at
Williamson	PERSON	and myself could induce them to think of allowance , they seemed so totally deprived of all power of thinking ; we were not told of the scarcity of our meat till it was reduced much more than our bread , and I sincerely believe , there would have been no examination into this matter at all , had it not been for our resolutely insisting that it should be done , and that we would see what the ships crew had to depend upon , the mate always on being interrogated on the subject of provisions , answering that he had laid in a sufficiency for an East Indian voyage .
Williamson	PERSON	and myself are determined to support the Captain in his attempt to deliver the cargo , in some of the
JAMES SULLIVAN	PERSON	TO
SAMUEL PHILLIPS	PERSON	SAVAGE Sir
Benjamin Nason	PERSON	of this Town has been informed that the
Ja Sullivan	PERSON	1 .
ELIAS HASKET	PERSON	DERBY TO THE
Herren	PERSON	& some Shingles - I am Content you should have the whole paying me the first Cost & Charges - together with five pr Cnt Commishons - or to pay me the price set by this state Clear of any Charge or Commishons - the Vessels you shall have at Nine Shillings pr Ton a Month to take them from the time they were ready to go to
Capt Silsbee	PERSON	any agreement from him shall be Acknowl edgd by Your -LSB- & c. -RSB- Elias Hasket Derby '' l.
JOSEPH LAMBERT	PERSON	TO CAPTAIN
GEORGE WILLIAMS	PERSON	Sir Salem March 3d 1777 I received your letter of the 1st Instant informing me that the Board of War would take all the Woollen Goods
Pease	PERSON	and
Greenwood	PERSON	gave you .
Joseph Lambert	PERSON	1 .
Joseph Ross Master	PERSON	of the Cartel Vessel
Hawke	PERSON	now lying in the Harbour of
Andrew Jones	PERSON	a passenger in the same both of whom are now in this Town be forthwith directed to proceed for
Ross	PERSON	and
Jones	PERSON	onboard said Vessel in
JACOB	PERSON	COLE War Office , Capt Jacob Cole ,
Lincoln	PERSON	of which you are Master , being now ready to sail , your Orders are to proceed for
Stephen Bruce	PERSON	to whom you are consigned , receive on Board your Ship a Load of
Rice	PERSON	and such other Articles as Mr
Bruce	PERSON	may direct When you are ready to sail from
Saml Phps Savage	PERSON	,
Prest	PERSON	-LSB- 1st endorsement -RSB-
Jacob Cole	PERSON	-LSB- 2d endorsement -RSB- April 14 1777 The above I acknowledge to be Copy of my sailing Orders in ship Pliarne saving that I am to deliver my Cargo to .
Pliarne	PERSON	or in his Absence to
Eben Bradford	PERSON	2 1 .
JOHN BRADFORD	PERSON	TO CAPTAIN
JOHN	PERSON	MOODY
John Hancock Esqr	PERSON	presedent of the
Riggen	PERSON	and Let nothing Suffer for want of Care -LSB- Endorsed -RSB- I acknowledge the Above to be a true Copy of my orders which I promise to follow
John Moodie	PERSON	1 .
John Bradford	PERSON	Letter Book , vol .
John -RSB- Stevens	PERSON	, of this port , who was in chase of a sail when this prize left them .
Margaret	PERSON	,
John Beddlecome	PERSON	, master ,
JAMES WARREN	PERSON	TO
SAMUEL PHILLIPS	PERSON	SAVAGE -LSB- Extract -RSB- Plymo : March 3d 1777 This goes p Capt Amos Rider of the Schooner Brittania Chartered on your Acct for the
Messrs Purveyance	PERSON	at
Doct Roberts	PERSON	.
JONATHAN TRUMBULL	PERSON	TO
JOHN HANCOCK	PERSON	-LSB- Extract -RSB-
Joshua Huntington	PERSON	to superintend Building the Frigate at
John Cotton	PERSON	to superintend the Building the other at
BARNABAS DEANE	PERSON	TO
JOSHUA HUNTINGTON	PERSON	D' r Sir , Weth -LSB- ersfiel -RSB- d 3d March 1777 On the Desire of Capt Lester I write you at this time In Regard to Long pine Timber for the Frigate Under Your Direction .2 My advice is that there Should be no time Lost in Sending high up on
Jonathan Bush	PERSON	is gone up for to get pine Timber for the frigate to be built at
James -RSB- Ferguson	PERSON	, arrived from
Preston	PERSON	, Commodore Hot ham , in Company with the
Brune	PERSON	.1 l. Farmer ,
Benjamin Dashiell	PERSON	, master , with tobacco , staves , etc. , taken January 20 ,
Howe	PERSON	's Prize List , May 22 , 1777 ,
London Gazette	PERSON	, July 8 to July.I2 , 1777 .
Edward H. Tatum	PERSON	,
Jr.	PERSON	, ed. , The American Journal of Ambrose Serie , 1776-1778 -LRB-
Tatum	PERSON	, ed. , Ser/e 's
-LSB- Isaac -RSB- Roach	PERSON	of the
Griffith Jones	PERSON	being well recommended to this Board he is appointed to the Command of the Fire Ship Strumbello -LSB- Strom bolo -RSB- .
William Webb	PERSON	2 in favor
Elijah Dow	PERSON	for his Account of Iron Work against the Chatham Gondalo for # 29 10 2 1/2 , 1 .
RICHARD SMITH	PERSON	TO THE
Richard Smith	PERSON	to the Honourable the
Petitioner	PERSON	, hath been solicitted for to enter on Board the Conquorer , which now lies here in the
Petitioner	PERSON	, shall ever be in Duty bound to pray .
Richard Smith	PERSON	N.B. Gentlemen I have been a Twelve Month in the Service , in Captain
Uohn	PERSON	-RSB-
Ried Smith	PERSON	1 .
Charles Thomas	PERSON	this day received Orders for having such Cordage prepared as soon as Possible for the four eighty one feet Gallies that are now Building for the use of this
Capt Charles Thomas	PERSON	be empowered to Build such Houses as he may think Necessary for the greater Convenience of Carrying on the Business of the Rope-Walk and that the same be done as soon as possible .
HYDE PARKER	PERSON	, JR. March 1777 Cape Henry So 85W Distance 38 Leag : .
Chace	PERSON	Fresh gales 8c Cloudy At I PM Came up wth and Brat too the
Chace	PERSON	a Schooner from Hispaniola bound to
Modt	PERSON	sent a Petty Officer 8c 6 Men onbd the Prize , at 8 Running under an Easy Sail the Prize in Co Monday 3d at 8
Jeremiah Rogers	PERSON	, master , with salt and dry goods ,
Howe	PERSON	's Prize List , May 22 , 1777 ,
London Gazette	PERSON	, July 8 to July 12 , 1777 .
BENJAMIN CALDWELL	PERSON	March 1777
Cape Henry	PERSON	N77 ° W 35 Leagues Monday 3d at 8 AM saw a Sail to the Westward , made Sail 8c gave chace at IO fired 2 Six pounders to bring the Chace too , which proved to be the Schooner
Edward	PERSON	,
Saml Arnold	PERSON	, Master from
JAMES HUTCHINSON	PERSON	-LSB- On board the Ship Sally -RSB- -LSB- March -RSB- 3rd -LSB- 1777 -RSB- : Our observation today agrees very well with our reckoning , so that we have not the least reason to suppose that we have yet arrived at the
Uncle Pemberton	PERSON	as I knew him to be fond of fruit .
Monsieur	PERSON	le Comte de Vrecour to take one as by three different observations we should be more certain of our latitude .
Hugh -RSB- Williamson	PERSON	observed the middle star in
Williamson	PERSON	's observation differed with mine about 6 miles ; while we were working our observations Dr.
Williamson	PERSON	talked to the Chevalier about zenith distance , altitude , declination , etc. , but I found that to this genius , who hereafter means to direct American armies and American campaigns , it was all unintelligible jargon ; he , however , probably considers it as too insignificant for the gentleman and the soldier .2 1 .
John Mercier	PERSON	Capt.
John Mercier	PERSON	Sir /
Black	PERSON	to make such alterations as is necessary to Compleat her for the purpose she is Intended , as soon as that is done and the Vessel Cleared you are to proceed with the Sloop to
Charles Town	PERSON	, with all possible dispatch .
Edward Blake	PERSON	first Commissr Ordered , That Capt -LSB-
Edward -RSB- Allen	PERSON	be informed that the Com -LSB- missioners -RSB- have agreed to take four Coils of new Cordage & as many water Casks out of the Different prizes as may be wanted for the Different Armed Vessels , and to allow 60 / .
Stephen Duvall	PERSON	proceed -LSB- to -RSB-
George Town	PERSON	and that he bring two Guns Landed out of the Rattle snake 1 .
A. S. Salley	PERSON	, Jr. , ed. , Journal of the Commissioners of the
Salley	PERSON	ed. ,
SAMUEL PHILLIPS	PERSON	SAVAGE -LSB- Extract -RSB- ... with pleasure assure you that by a Vessel of ours just arrd # rm
Pautler	PERSON	, Arms , Gunlocks & Salt we are inform 'd rice is # 8 10 p
JAMES ROBERTSON	PERSON	March 1777
Chace	PERSON	to the SE , at 5 fired a Swivel & brat her too , she prov 'd the Chance Arm 'd
Charles Town	PERSON	, took possession of the Vessel & got 54 Prisoners on board Monday 3d at 8 AM chac 'd to the No wd our prize in Campy Fresh & Squally wth Rain at I P M fir 'd 2 Swivels & brat too a small Schooner from
Gayton	PERSON	's Prize List , February 26 , 1778 ,
ANDREW SNAPE HAMOND	PERSON	, R.N. , TO VICE ADMIRAL
JAMES YOUNG Roebuck	PERSON	at English Harbour in the Sir • Island of
A. S. Hamond	PERSON	1 .
Osgood James Walker	PERSON	.
JOHN BRADFORD	PERSON	TO THE SECRET COMMITTEE OF THE
Conti	PERSON	: ary winds .2 l have sent
Capn John Adams Master	PERSON	of the paq .
Leonard -RSB- Jarvis	PERSON	I find the Ship
Esther	PERSON	was not sail 'd she was destin 'd for
Esther	PERSON	to
Jarvis	PERSON	in time she is the finest Merchant ship in
Mellish	PERSON	-RSB- Cloathing ship which will be sold the week after next Post I have the honour to be Your -LSB- & c. -RSB- JB 1 .
John Bradford	PERSON	Letter Book , vol .
Thomas Cushing Junr	PERSON	be & he hereby is appointed to repair in this first Vessel with the Duplicates forwarded to this State by the Hon ` ble
Cushing	PERSON	to go at the
John Bradford Esqr	PERSON	be & he hereby is directed to send the Charts which were delivered him By Capt Uzard -LSB-
Azariah Uzald	PERSON	-RSB- 1ate Commander of
Julius Caesar	PERSON	by Order of Council February 22d last to be laid before the Board .
Pierre Riphaigne	PERSON	humbly sheweth , that he in Nov. last imported into the State of
Petitioner	PERSON	being advisd to proced to
Petitioner	PERSON	proceding on his intended Voyage - Your
Petitioner	PERSON	therefore prays your Honrs to permit him to load the
Snow Elesabeth	PERSON	, at
Petitioner	PERSON	further prays your Honrs - to permit
Henry Richards	PERSON	, now a Prisoner in
Petitioner	PERSON	as Chief Mate - and your
Petitioner	PERSON	as in Duty bound will ever pray - pe riphaigne N. B. your
Ezekiel -RSB- Burroughs	PERSON	of the
Allen Brown	PERSON	in Consequence of it - this is the second time the
Warren	PERSON	,
Sloop Providence	PERSON	to assist General -LSB-
Joseph -RSB- Spencer	PERSON	in a proposed Attack on
Henry -RSB- Marchant	PERSON	who is appointed a Delegate for this State will Set out for
John Hancock Esqr	PERSON	President of the
HENRY H. TILLINGHAST	PERSON	TO CAPTAIN
JOHN PAUL JONES	PERSON	Dear Sir ,
Ballance	PERSON	of my Wages ; having received no Order , I must again renew my Request , and ask of you to send it by the first Oppertunity , the doing of which will confer on me a particular Obligation .
Uohn Peck	PERSON	-RSB-
Rathbun	PERSON	will deliver you this if Sir you will give my Account to him to be forwarded , or forward it yourself , I shall be infinetely obliged to you .
Henry Hd Tillinghast John P Jones Esqr	PERSON
Lieut Rathbun	PERSON	-LSB- Endorsed by
Jones	PERSON	-RSB- Providence March 4th 1777 - letter from Doctor
Tillinghast	PERSON	recd
John Paul Jonet	PERSON	6558 , 6559 , LC .
Dudley Saltonstall	PERSON	, Esq , Commander , now lying in
Gilbert Saltonstall	PERSON	in
Jacob White	PERSON	,
Jonathan Sabin	PERSON	,
John Hazlewood Esqr	PERSON	be directed to give immediate and express orders in writing to the Commanders of the Fire Ships , Armed Boats and Fire Rafts , that they order the Men under their Command to be mustered every morning and Evening in order to attend to their duty ; and that no Officer or Man absent himself without the Special leave of the said
John Hazlewood Esqr	PERSON	.
John Smith	PERSON	to take the management and direction of building , finishing and launching the
Jonathan Williams	PERSON	of the Jerseys .
Joseph Wade	PERSON	is appointed to the Command of the Province Sloop at # 7 IO P month with two Rations .
Dickinson	PERSON	galley ,
Alexander Henderson	PERSON	,
Esq	PERSON	; commander , three men , viz
Wilson Jackson	PERSON	, of a brown complexion , about five feet seven inches high , and short hair .
John Hutchinson	PERSON	, born in
James Welsh	PERSON	, born in or about
Alexander Henderson	PERSON
David Thomson	PERSON	,
Francis Grice	PERSON	,
Samuel Penrose	PERSON	,
William Pollard	PERSON	.1
Franklin	PERSON	went passenger , is safe arrived in
DOYLE	PERSON	TO THE
Thomas Doyle	PERSON	, now Gunner , on board the
Charles Carnan	PERSON	's
Harbour	PERSON	, hopes that your Honours will grant me a Captain 's
Thomas Doyle So God	PERSON	bless the
J. G. BLOUNT	PERSON	TO GOVERNOR
RICHARD CASWELL	PERSON	St. Eustatia March 4th 1777 I am sorry to inform your Excellency that I am not by any means able to procure salt in the
Sears	PERSON	, bound to
J. G. Blount	PERSON	His Excellency the Gov of
Richard Caswell	PERSON	, I 775-79 , 20 , NCDAH .
Elias -RSB- Smith	PERSON	, Comr of the Privateer
Hallifax	PERSON	and permitt his being enlarged as he is willing and ready to Engage in the Service of the American States and looks upon himself as properly belonging thereto - And as in duty bound will ever pray
Thomas Green	PERSON	, Orderd that he the sd
Green	PERSON	have and he hereby has Liberty to tarry in this State and to transact his Business unmolested he behaving himself friendly to this Country any Order , of any
James	PERSON	now ready to sail , your Orders are to proceed direct for the
Ballance	PERSON	in such light pay as can be best purchas 'd Upon your return , you are to make the first Harbour you can & give notice thereof to the Board The
P Cent	PERSON	for transacting the business with Customary priviledge .
Saml Phps Savage	PERSON	,
Prest	PERSON	-LSB- Endorsed -RSB-
Boston Feby	PERSON	22nd -LSB- sic -RSB- 1777 I acknowledge the above to be a true Copy of the orders I have receiv 'd from the
JAMES HOGAN	PERSON	,
John P Jones	PERSON	's two last Cruizes and Since he came in -
HOPKINS	PERSON	AND
DANIEL TILLINGHAST	PERSON	TO CAPTAIN
ALLEN BROWN	PERSON	To
Captn Allen Brown	PERSON	at
Hopkins	PERSON	, and in answer thereto can only say that you must heave the Brigs 2
Capt Muter	PERSON	four hundred Pounds Gunpowder for the use of the Hero Galley .
Capt George Muter	PERSON	of the Hero Galley received Orders to repair with his Vessel to
Hampton	PERSON	and inform the Board as soon as he arrives .
Merriman Payne	PERSON	is recommended to his Excellency the Governor and the honble the Council.as a proper Person to be appointed second Lieut of the Safeguard Galley Ordered that a Warrant Issue to
Capt George Elliott	PERSON	for One hundred and eighty pounds , upon Account , for the Purpose of Recruiting Seamen for the use of the Navy-Who gave
Bond	PERSON	for his faithfully Accounting for the same when required .
Thomas Whiting	PERSON	1st
Elliott	PERSON	commanded the galley Safeguard .
BENJAMIN CALDWELL	PERSON	March 1777
Chace	PERSON	haul 'd our Wind and gave
Chace	PERSON	to a Schooner to the Eastward Do -LSB- Fresh breezes and fair Wear -RSB- Fired 5 Guns Shotted at the Chace 1/2 past PM she brought too hoisted out a Boat and spoke her from
Betsey	PERSON	,
John Holmes	PERSON	, master , with a cargo of molasses ,
Willm Adams Nicholas Warren	PERSON	&
Jas Walker	PERSON	were try ' d for Desertion belonging to the
JOHN BRADFORD	PERSON	TO
Capt Obrian Ueremiah O'Brien	PERSON	-RSB- Was dld me Yesterday .
Caleb -RSB- Cushing	PERSON	on the Occasion , and he tells me he knows the Council wont do any thing for him , they are glad they 've got rid of him , As I know it will Gratify you Sir if he is Commissioned for the Lady
Betsy	PERSON	has been d_etained intirely owing to the inclemency of the weather , beyond a possibil -LSB- it -RSB- y of giving her a quicker dispatch she is now Getting under way , the
Cabot	PERSON	will sail in a day or two .
Hancock	PERSON	will follow in about ten days .
Lee Capt Uohn	PERSON	-RSB- Skimmer will go on a Cruise in a few days and the
Alfred	PERSON	will be finished in About _ three weeks the post is Just Going which prevents me inlarging shall write you a long Letter by next post in the interim I am & c 1 .
John Bradford	PERSON	Letter Book , vol .
Ishmael Hardy	PERSON	,
JOHN BRADFORD	PERSON	TO
ROBERT MORRIS	PERSON	-LSB- Extract -RSB-
Leonard -RSB- Jarvis	PERSON	to purchase her for account of the Contininte , as I have bot only two of the four order 'd by the Secred Comitte , I have desir 'd him also to purchase the Brig Active , she is about one hundred & thirty Tons , if she goes cheap she is a strong built vessell & doubled forward , having been .
Jarvis	PERSON	to send the easter -LSB-
Esther	PERSON	-RSB- to
Cheseapeak Bay	PERSON	is full of cruisers , it appears shocking to send so fine a ship without the least prospect of her going clear - I dis pat -LSB- c -RSB- hed a schooner the 13 ultimore and yesterday a small Brig for
John Bradford	PERSON	Letter Book , vol .
JARED TRACY	PERSON	TO
JOSEPH TRUMBULL	PERSON	Sir
Jared Tracy	PERSON	1 .
William -RSB- Brown	PERSON	, in the privateer
Brown	PERSON	, has also taken a large 3 Deck Ship , laden with Rum and Sugar , from the
Pinkham	PERSON	, in a Brig , from
Pinkham	PERSON	, weighed Anchor , and stood to Sea , and is safe arrived in
Samuel Champlin	PERSON	, in a Privateer from
Wilson	PERSON	, of
Uohn	PERSON	-RSB-
Stevens	PERSON	, of this Port .
Cornhill	PERSON	, On Tuesday , the I Ith of March next , The Prize Brig Lively , about 150 Tons , with her Appurtenances , as she now lays at
Wm. Greenleaf	PERSON	, Sheriff .
Brigantine Sally	PERSON	.
William Webb	PERSON	in favor of
John Flintham	PERSON	for 20 Mast Hoops for the Schooner
EMANUEL MICHAEL PLIARNE	PERSON	TO
SAMUEL PHILLIPS	PERSON	SAVAGE Sir
Shasapeak Bay	PERSON	.
Gnal Howe	PERSON	will Run from one part to the other .
Vith	PERSON	you for Sending the Greatest part to
Cap	PERSON	-LSB- t -RSB- was acquainted with
Ann	PERSON	is yet in
