George	PERSON	when she struck , and an island between them , and the Commodore -LRB- as he is called -RRB- did not come on board the Queen of
Winthrop Gray Zebedee Redding	PERSON	-RCB- Captains .
Pimenta	PERSON	, & c. She , it is said , was formerly owned in
James Kennedy	PERSON	, mounts six 3 and two 2-pounders , bound for
Samuel -RSB- Tucker	PERSON	, and the
John	PERSON	-RSB- Skimmer .
Sherry	PERSON	, 53 doz .
Patrick Reed	PERSON	,
Thomas Frazier	PERSON	,
Robert Semple	PERSON	, and wife ,
Elizabeth Burns	PERSON	,
John Burns	PERSON	,
Abigail Pecit	PERSON	,
Thomas Semple	PERSON	, and the pious
Benjamin Davis	PERSON	and son ,
Thomas Pamp	PERSON	, and
John Whitehead	PERSON	.
Burk	PERSON	, engaged with another of the fleet , and near taking her , when by some accident she had three of her men blown up and seven wounded , which obliged them to put into port .2 The above
Hali	PERSON	- fax , they saw a fleet of 40 Sail , which they supposed to be Transports with Hessian Troops .
Gray	PERSON	and
Redding	PERSON	commanded two companies of the
Hull	PERSON	and Point
Alderton	PERSON	.
Stern	PERSON	, and bade us strike to the
Thomas Curtis	PERSON	having two And Half Sheares For acting as Leftennant of mereanes wee hous Names are under
Ritten	PERSON	do a Gree that Said
Curtis Receve	PERSON	two & Half Sheares out of all prizes Taken by
Sloop Dimound the Cruse	PERSON	he was out Bound -
Isaa Coole Cap Ms William Hurbly	PERSON	his
John X Adams	PERSON	mark
John Sowdon John Clarke Isaac Mondon Robert Bolton Asa Briggs	PERSON	P Desmazures his Christopher X Hargal mark
Joseph Picher Jr	PERSON	' Willm Chace
Mastr George W. Babcock	PERSON	his
John X Briggs	PERSON	mark Benja Butts
Bethanath Hodgkinson Robert Palmer Georg Hoffman Gilbert Bedell Alex	PERSON	-LSB- a -RSB- nder Tindall His
John X Morgain	PERSON	mark
Thomas Stone William Harrison John Sober John Williams	PERSON	1 .
John Deshon	PERSON	and Mr.
Nathl Shaw Junr	PERSON	be and they are Instructed to Purchase the
Charles Walker	PERSON	now Lying at
Sloop	PERSON	as an Armed
Shaw	PERSON	is Directed to furnish
Capt Harding	PERSON	with what shall be Necessary for that Purpose 1 .
Charles J. Hoadly	PERSON	, ed. ,
Hoadly	PERSON	, ed. ,
Nathaniel	PERSON	and
Thomas Shaw	PERSON	Letters and Papers , NLCHS .
Esek Hopkins	PERSON	had impressed into service to carry some of thc cannon from
Walker	PERSON	that he would be reimbursed .
Joseph Packwood	PERSON	in an armed sloop , from the West-Indies , with ten
Bigelow	PERSON	arrived here from the
Simmons	PERSON	-LSB-
John Symons	PERSON	-RSB- , but had the good Fortune to get in safe .
James Holt Peter Holt Willm Fagan Samuel Lollard Samuel Procter Elias Robbins John Cole Robert Babcock James Palmer Nathan Brand Daniel Palmer Peter Peters	PERSON	# 6 .
Jany	PERSON	do do do do do do do 1775 do do do 1776 do do do do do do do
Dischd	PERSON	16th June 1776-Left the Ship 17th June 1776
Dischd	PERSON	14th June 1776-Run 21 .
Moses Palmer Elihu Babcock Asa Lewis John Chester Peleg Toker Edward Derrick Richard Salter Labeus Gavitt Thomas Cook Ward Bulkley Daniel Wheeler David McKensey Willm Bennett John Perry Bodwel Huse Rob	PERSON	:
P. Webber Oliver Bradley Titus Dutton George Leonard Will	PERSON	.
Disch	PERSON	-LSB- d -RSB- 20 .
Returnd	PERSON	left Sick in Connect & not Returnd Run 15th March 1776 left Sick in Connect Pe not
Returnd	PERSON	left Sick in Connect & not Retd Run 13th March 1776 Left the Ship I1 th July 1776 - ~ ied9th June 1776 - , The above Sums are Exclusive of their first Months Pay which they all Recd of the
Dixon Ewing	PERSON	who never
Recd	PERSON	any Part of his first Mo Pay -LSB- August 2 , 1776 -RSB- 1 .
Gurley Collection	PERSON	, ConnSL .
John Chester	PERSON	and
Peleg Toker	PERSON	, August 2 .
RICHARD	PERSON	VARICK TO LIEUTENANT COLONEL
PETER	PERSON	GANSEVOORT Sir Albany Augt 2 .
Schuyler	PERSON	to desire You to forward to Gen - eral
Gates	PERSON	with all possible Dispatch , All the Junk k
Gates	PERSON	.
R. V. Secry	PERSON	.
JAMES WALLACE	PERSON	August 1776 Friday 2d In
Terry Town	PERSON	, Anchor 'd in 4 % Em as did the Tryal and Tenders Weigh 'd and dropt a Mile below the Phenix P -LSB- er -RSB- Order -LSB- of -RSB- Capt -LSB-
Hyde	PERSON	-RSB-
Parker	PERSON	-LSB- Jr. -RSB- , saw 7 Sail of Arm 'd Vessels down the River , at 10 the
HYDE PARKER	PERSON	, JR. August 1776 .
Rose	PERSON	,
Tryal	PERSON	k two Tenders in Company , in runing down the
Bower Anchor	PERSON	out in the Stream and at 10 Hove the Ship Off Veer 'd to 2/s of a Cable ' 2 1 .
Howe	PERSON	's Ire 31 Aug 1776 . ''
GEORGE CLINTON	PERSON	TO GEORGE
Baily	PERSON	, who it is said is on Board the
Hugh Hastings	PERSON	, ed. , The Public Papers of
George Clinton	PERSON	, First Governor of
Danl	PERSON	.
Shaw	PERSON	, commander of the private sloop of war called the Harlequin , be , and he hereby is , permitted to purchase from
James	PERSON	and
Alexr	PERSON	.
Stewart	PERSON	, or any other person , 1,200 weight of gunpowder , for the use of the said sloop .
PETER R. LIVINGSTON	PERSON	TO
ROBERT LIVINGSTON	PERSON	-LSB- Extract -RSB-
Howe	PERSON	should land at
G. Washington	PERSON	but could not stay to hear the purport of it ... Our
Tryon	PERSON	came on board this Morning to communicate the
Hopkins	PERSON	, the Rebel Commodore , with the Vessels under his Command , had stolen out of
Tatum	PERSON	, ed. ,
Serle	PERSON	's Journal , 52-53 .
-LSB- George -RSB- Walton	PERSON	be appointed a member of the
-LSB- Button -RSB- Gwinnett	PERSON	, who is absent .
JOHN ADAMS	PERSON	TO
RICHARD CRANCH	PERSON	-LSB- Extract -RSB- -LSB-
Barry	PERSON	has taken another Tender .
L. H. Butterfield	PERSON	, ed. , The Adams Papers , Series 11 ,
Adams	PERSON	Family Correspondence -LRB- Cam-bridge , 1963 -RRB- , 11 , 73-74 .
Butterfield	PERSON	, ed. ,
Adams	PERSON	Family Correspond - ence .
CHRISTOPHER MARSHALL	PERSON	-LSB-
Capt Corban Barnes	PERSON	of Schooner Julia to
John -RSB- Craig	PERSON	of this port , has taken & brought her into
Christopher Marshall	PERSON	, HSP .
HENRY HOOPER	PERSON	-LSB- Extract -RSB- No 105 Sir , Since our last we have had advice from Major -LSB-
Thomas	PERSON	-RSB- Price our commanding officer in
Smith	PERSON	's creek in
Thomas	PERSON	-RSB- Price , Copies of which are inclosed , from them you will learn the situation of the Enemy below , our pilot boat came up last night & informs they are not yet gone off , several vessels are dismasted , and on shore at the point of
Middleton	PERSON	thinks they are going off down the
William -RSB- Smallwood	PERSON	's was not true - Mr Brents houses were burnt and a good deal of damage done - we hear of no particulars of any other mischief up above ... We congraulate you on the safe arrival of the
Molly Captn -LSB- Thomas -RSB- Conway	PERSON	in great
Ciley Saunders Capt of the Lewis Row Gallie	PERSON	was delivered to him by this Board .
James Markham Capt of the Page Row Gallie	PERSON	was delivered to him by this Board .
Henry Light	PERSON	- bourn second Lieutenant of the Page Row
Gallie	PERSON	commanded by
James Markham	PERSON	was delivered to him by this Board .
John Lusty	PERSON	first Lieutenant of the Page ROW
Gallie	PERSON	commanded by
James Markham	PERSON	was delivered to him by this Board .
Stafford Lightbourn	PERSON	first Lieut of the Lewis Row
Gallie	PERSON	commanded by
Ciley Saunders	PERSON	was delivered to him by this Board .
Samuel Henley	PERSON	second Lieutenant of the Lewis Row
Gallie	PERSON	commanded by
Ciley Saunders	PERSON	was delivered to him by this Board which he received .
William Green	PERSON	first Lieutenant of the Sloop Defiance Commanded by
Lewis Jones	PERSON	second Lieutenant of the Sloop Defiance commanded by
Eliazer Callender	PERSON	was delivered to him by this Board which he received .
Gallie	PERSON	now lying in
Ciley Saunders	PERSON	is Captain be called and known by the name of the
Lewis	PERSON	.
Gallie	PERSON	now lying in
James Markham	PERSON	is Captain be called and known by the name of the Page .
Capt William Dean	PERSON	for Twenty pounds upon Account for necessaries for the use of the Schooner Revenge .
Colo William Finnie	PERSON	deliver unto
Capt Edward Travis	PERSON	twenty sailors under Waistcoats for the use of the Seamen on Board the
Manley Gallie	PERSON	.
Gabriel Maupin	PERSON	keeper of the
Capt Edward Travis	PERSON	four hundred and twenty five pounds of Gun powder and twelve twelve pound Ball for the use of the
Manley Gallie	PERSON	- Ordered that
Colo William Aylett	PERSON	keeper of the public Store deliver unto
James Quarles	PERSON	eight Shirts for the use of the Marines on Board the
Quarles	PERSON	is to Account for at the rate of twelve shillings and six pence pr Shirt - 1 .
Mcilwaine	PERSON	, ed. , Journals of the
John Craig	PERSON	we have had under consid - eration , we shou 'd be very glad if you can with propriety stop the Salt as we have not a Bushel , and it will be impossible to send a Vessel on a cruise without Salt Provisions .
Capt Charles Thomas	PERSON	for at War - wick , and he will comply with your orders , being employ 'd by the public for that purpose , any thing in the public Stores at
John Hutchings	PERSON	1st Comr P.T. .
Lewis	PERSON	on August 22 altering the dimensions to `` eighty one feet Keel , twenty feet
PURDIE	PERSON	'S
Dunmore	PERSON	, with his motley band of pirates and renegadoes , have burnt the elegant brick house of
William Brent	PERSON	, esq ; at the mouth of
Martinico	PERSON	that the Reprisal , Capt. Weeks -LSB-
Lambert Wickes	PERSON	-RSB- , belonging to the
St. Piere	PERSON	's wherein the former had greatly the advantage , and acquired much honor amongst the French , many of whom were spectators of the battle .
PHILEMON	PERSON	POWNOLL Augt 1776 Saturday 3 Moor 'd off Point Champlain .
Charles	PERSON	-RSB-
FREEMAN	PERSON	'S JOURNAL , SATURDAY , AUGUST 3 , 1776
Joseph	PERSON	-RSB- White the Day before , in a privateer , l had arriv 'd there , having 40 men on board , with the particulars of the following prizes he had taken , viz. .
Antigua,-Sloop Betsy	PERSON	, 150 Hhds Rum , and a Brig from
Anna Mariah	PERSON	, 495 Hhds Sugar , & -52 Pipes of Wine , and some Bails of
-LSB- Tobias -RSB- Lear	PERSON	, and Capt.
Hoply Yeaton	PERSON	, of this Town , we hear , are on board one of the Vessels , which put into Towns End at the Eastward .2 1 .
Anna Maria	PERSON	,
William Pringle	PERSON	, master , and the
Polly	PERSON	,
Tobias Lear	PERSON	, master , were brought around from
Townsend	PERSON	to
HENRY	PERSON	BELLEW Augt 1776 C :
Ann	PERSON	No 62 W 28 Leags Saturday 3 gave chase to a sail fir 'd at her and brot her too , Sent a Boat onbd found her to be from
Fisher	PERSON	,
Noel Sever O'Reilly	PERSON	,
JOHN ERNEST KESSLER	PERSON	, SURGEON ON BOARD THE CONTINENTAL SHIP COLUMBUS I
John Ernest Kessler	PERSON	now Resident in
William Bowen	PERSON	of the Town and County of
William Bowen	PERSON	, to his Hires and Assigns , all my said Effects and Estates that I shall leave in
Daniel Nauman	PERSON	, Surgeon in
John Ernest Kessler	PERSON	have hereunto put my Hand and Affixed my Seale This Third Day of August Annoq .
John Ernest Kessler	PERSON	as his Last Will and Power before us
James Munro John Ernest Kessler	PERSON	, Surgeon
Obadiah Bowen	PERSON	to the ship Columbus -LSB- Endorsed -RSB- August 3d A D 1776 .
John Ernest Kessler	PERSON	the Signer of the Instru - ment on this sheet of paper Appear 'd in Person and Acknowledged that the same was done Freely and Voluntarily By him .
Corum	PERSON	.
Jabez Bowen Justicario Pacis	PERSON	1 .
Kessler	PERSON	entered on board the Columbzis on January 18 , 1776 , as surgeon 's mate and was promoted to surgeon on January 25 , 1776 .
Henry Malcolm	PERSON	who was transferred that day to the
Col William Russell	PERSON	go -LSB- to -RSB-
Sparrs	PERSON	are to be gott the
Daniel Hawkins	PERSON	go to
Jabez Bowen	PERSON	Write Letters to Mr
Barnabs Dean of Weathersfield	PERSON	and
John Langdon Esqr	PERSON	of
William Foster	PERSON	and request him to purchase Two Hundred Butts for Water Cask for the Ships and have them Transported hear as soon as possible .
Bill	PERSON	drawn on the Honble
Stephen Hopkins Esqr	PERSON	at
James Sumner	PERSON	be paid Ten Shilling pr Day for his and his Boys Wages .
Sumner	PERSON	.
Warren	PERSON	for the
DANIEL BUCKLIN	PERSON	AND
JOSEPH	PERSON	WHITE AGAINST THE PRIZE BRIGANTINE HARLEQUIN State of
Daniel Bucklin	PERSON	, of
Montgomery	PERSON	, duly commissioned by the Hon.
Nicholas Cooke	PERSON	, Esq ; Governor of said
John White	PERSON	,
John Goodwin	PERSON	; and also against the Cargo'of the said `
Brigan	PERSON	- tine , her Appurtenances and Cargo , as 't is said , were lately taken and captured upon the high Seas , by the said
Daniel Bucklin	PERSON	and
John White	PERSON	, their respective Officers and Men , belonging to said Sloops of War , and brought into the port of
Law	PERSON	, that the Owner or Owners of the said
John Foster	PERSON	, Judge of said Court .
Mary	PERSON	sent in by privateer sloop-of-war Diamond ,
William Chace	PERSON	, but also taken earlier by
Wingate Newman	PERSON	in
Daniel Bucklin	PERSON	, of this Port , returned from a
John -RSB- Goodwin	PERSON	, bound from
William Chace	PERSON	, of this Port ; her Cargo consists of 195 Hogsheads and some Barrels of Sugar , 65 Bales of Cotton , 25 Tons of
Blackburn	PERSON	for One Hundred Thous - and Gallons for the Troops in
Joseph White	PERSON	, , of the
Mary	PERSON	.
Benjamin -RSB- Dunn	PERSON	to the following People 3rd Augt 1776 Mr -LSB-
Dennis -RSB- Leary	PERSON	15drs # 4-10-0 Andw Scott Mr -LSB-
William	PERSON	-RSB- Lamb 9 2 - 14-0
Saml Dobbins	PERSON	Mr -LSB-
William -RSB- Moran	PERSON	15 4-10-0 Robt Cockran Mr
Cheles	PERSON	9 2 - 14-0
James Brown	PERSON	Mr. -LSB-
John	PERSON	-RSB- Dent 12 3 - 12-0
Danl Duffy	PERSON	Mr.
-LSB- Elias	PERSON	-RSB-
Rohl	PERSON	9 2-14-0
James Williams	PERSON	-LSB- John -RSB- Young 10 3-0-0
Isaac Duverse Geo Dickson	PERSON	3 18-0
Cowell Jno Mackee	PERSON	8 2 - 8-0
Alexr Liviston Jas McGuire	PERSON	7 2-2-0
Jerry Towhig Jno McCoy	PERSON	7 2 - 2-0
Timy Ohara Patk Kinney	PERSON	7 2 - 2-0
John McNeal Jas Heath	PERSON	8 2 - 2-0
Benjn Tate James Hayse	PERSON	8 2-8-0
Saml Johnson Jasper Chamberln	PERSON	4 1 - 4-0
George McCain Richd Wilson	PERSON	5 1-10-0
David Clark Bill Adams	PERSON	7 2 - 2-0
James Duffen Jno Glacker	PERSON	7 2 - 2-0
James Angus John Anderson	PERSON	7 2-2-0
John Campbell Thos Fisher	PERSON	8 2 - 8-0
Henry Frazer Willm Haselip	PERSON	7 2 - 2-0 Lawrce Meadows 212
Dick Peter Miller Jacob	PERSON	.
Cook John McCormick Willm Robertson	PERSON	Wm Hughes Receiv 'd 534 Wm
Johnston Willm Steward	PERSON	514.3 / ,
John Lee	PERSON	19 % Dollers
John Cook John Lee Dragoon	PERSON	Mr
Jennings Wm Henderson	PERSON	Mr
Leary John George Jerry Mahaney Willm Wilding John ` Pindor Robt Kearns Danl Duffy Geo Kelly John Chisnell Michl	PERSON	.
Bready Wm Johnson Saml Dobbins	PERSON	M1
Bready Patk Kenney John Mackee	PERSON	1 .
Nicholas Biddle	PERSON	Papers , HSP .
NATHANIEL SHAW	PERSON	, JR. TO CAPTAIN
NICHOLAS BIDDLE	PERSON	N Londn Satturday -LSB- August 3 , 1776 -RSB- Dr Sir / 4 ocock after Noon This day we din 'd on a Turtle wich you Sent in hear , and was taken out of the Wreck and as he was destin 'd for the Support of the Pres ' t In - famous Ministry in
Elisha -RSB- Hinman	PERSON	desires you ' l take up his People and Send them up in
Andrew Doria	PERSON	- Remember I give YOU this advice-a Frigate is not the Thing - I am Dr Sir -LSB- kc . -RSB-
Shaw Jr Nicholass Biddle Esqr Commandr	PERSON	of the
Nicholas Biddle	PERSON	Papers , on deposit at HSP .
Nathaniel	PERSON	and
Elizabeth	PERSON	which had been driven on the rocks by
Gundaloes	PERSON	more are almost finished .
RICHARD	PERSON	VARICK TO GEORGE
